feature,importance
cat__Route_SYR_PGD,1.6192678696531725e-05
cat__Route_SYR_MYR,1.5965134841044086e-05
cat__Route_SYR_IAD,1.5632174515687124e-05
cat__Route_SYR_RDU,1.545538607186664e-05
cat__Route_ALB_PIE,1.5235426459908197e-05
cat__Route_JFK_BZN,1.4790719520977663e-05
cat__Route_SWF_PIE,1.3611442152598403e-05
cat__Route_ALB_MIA,1.3048575028384801e-05
cat__Route_LGA_BTV,1.2615219388649797e-05
cat__Route_IAG_MYR,1.2484556190708953e-05
cat__Route_JFK_EGE,1.2233727020957076e-05
cat__Route_SYR_MSP,1.2221977494038134e-05
cat__Route_PBG_SRQ,1.2142028541882813e-05
cat__Route_JFK_MKE,1.1812343555050822e-05
cat__Dest_EGE,1.1485504121748677e-05
cat__Dest_RNO,1.0875270238662353e-05
cat__Route_ELM_PGD,1.0823245416501077e-05
cat__Dest_ITH,1.0228441726127961e-05
cat__Route_BUF_PBI,1.0103937047068943e-05
cat__Route_ELM_SRQ,9.444491622481697e-06
cat__Route_PBG_MYR,9.144978705413868e-06
cat__Route_JFK_BTV,9.024592660080419e-06
cat__Route_LGA_BHM,8.990769397207441e-06
cat__Route_ROC_PGD,8.869846509520272e-06
cat__Route_ITH_JFK,8.314537163444068e-06
cat__Route_JFK_MCI,8.032352631858554e-06
cat__Route_JFK_ITH,7.780420110049423e-06
cat__Route_SWF_SFB,7.617070374834477e-06
cat__Route_ROC_IAD,7.278235273133841e-06
cat__Route_JFK_IAD,7.256593114994579e-06
cat__Route_JFK_RIC,7.168677177773406e-06
cat__Route_BUF_SRQ,6.451894313721967e-06
cat__Route_ISP_RSW,6.349626622025506e-06
cat__Route_ALB_LGA,6.324010579546434e-06
cat__Route_LGA_ALB,5.764720241076391e-06
cat__Dest_ALB,5.560904420065501e-06
cat__Route_ALB_EWR,5.426046115037239e-06
cat__Origin_ITH,4.9939203727946265e-06
cat__Dest_BHM,4.772132755728237e-06
cat__Route_JFK_BGR,4.3731911830038335e-06
cat__Route_LGA_PVD,4.180027729211344e-06
cat__Route_BUF_MIA,3.996615746364375e-06
cat__Route_LGA_SLC,3.3755885521777243e-06
cat__Dest_CHA,3.16625305558929e-06
cat__Dest_PNS,2.9359673683287514e-06
cat__Dest_TVC,2.670267586023155e-06
cat__Route_ROC_TPA,2.498511734791832e-06
cat__Route_LGA_ORH,2.404508907687045e-06
cat__Route_ROC_MIA,2.241862851900724e-06
cat__Snow_type_Moderate,2.0042951914190963e-06
cat__Dest_SBN,1.926470625199177e-06
cat__Route_SYR_MIA,1.9085335664507e-06
cat__Route_LGA_TVC,1.679007199642169e-06
cat__Route_ROC_MYR,1.4131154279632565e-06
cat__Route_LGA_SBN,1.398990862073009e-06
cat__Route_BUF_DAL,8.495977940358407e-07
cat__Snow_type_Normal,6.811433506511976e-07
